title,page,url,ext,local
Population bulletin: weekly 16 November 2018,Prison population figures: 2018,https://assets.publishing.service.gov.uk/media/5bee871940f0b667a46ce0f6/prison-pop-16-nov-2018.ods,ods,raw/weekly/5bee871940f0b667a46ce0f6_prison-pop-16-nov-2018.ods
Population bulletin: weekly 9 November 2018,Prison population figures: 2018,https://assets.publishing.service.gov.uk/media/5be565de40f0b6679b8f9be2/prison-pop-9-nov-2018.ods,ods,raw/weekly/5be565de40f0b6679b8f9be2_prison-pop-9-nov-2018.ods
Population bulletin: weekly 2 November 2018,Prison population figures: 2018,https://assets.publishing.service.gov.uk/media/5bdc15e040f0b604cbff2368/prison-pop-2-nov-2018.ods,ods,raw/weekly/5bdc15e040f0b604cbff2368_prison-pop-2-nov-2018.ods
Population bulletin: weekly 26 October 2018,Prison population figures: 2018,https://assets.publishing.service.gov.uk/media/5bd2cc06e5274a6e3cff0cd6/prison-pop-26-october-2018.ods,ods,raw/weekly/5bd2cc06e5274a6e3cff0cd6_prison-pop-26-october-2018.ods
Population bulletin: weekly 19 October 2018,Prison population figures: 2018,https://assets.publishing.service.gov.uk/media/5bc9a3dde5274a092d1c5350/prison-pop-19-october-2018.ods,ods,raw/weekly/5bc9a3dde5274a092d1c5350_prison-pop-19-october-2018.ods
Population bulletin: weekly 12 October 2018,Prison population figures: 2018,https://assets.publishing.service.gov.uk/media/5bc9a3c840f0b649108dc5b0/prison-pop-12-october-2018.ods,ods,raw/weekly/5bc9a3c840f0b649108dc5b0_prison-pop-12-october-2018.ods
Population bulletin: weekly 5 October 2018,Prison population figures: 2018,https://assets.publishing.service.gov.uk/media/5bb760a140f0b664d02f4566/prison-pop-05-oct-2018.ods,ods,raw/weekly/5bb760a140f0b664d02f4566_prison-pop-05-oct-2018.ods
Population bulletin: weekly 28 September 2018,Prison population figures: 2018,https://assets.publishing.service.gov.uk/media/5bade2b940f0b62dd732c4a9/prison-pop-28-sept-2018.ods,ods,raw/weekly/5bade2b940f0b62dd732c4a9_prison-pop-28-sept-2018.ods
Population bulletin: weekly 21 September 2018,Prison population figures: 2018,https://assets.publishing.service.gov.uk/media/5ba4a57be5274a54d5c39c02/prison-pop-21-september-2018.ods,ods,raw/weekly/5ba4a57be5274a54d5c39c02_prison-pop-21-september-2018.ods
Population bulletin: weekly 14 September 2018,Prison population figures: 2018,https://assets.publishing.service.gov.uk/media/5b9b8c7b40f0b6788dda2bcc/prison-pop-14-sept-2018.ods,ods,raw/weekly/5b9b8c7b40f0b6788dda2bcc_prison-pop-14-sept-2018.ods
Population bulletin: weekly 7 September 2018,Prison population figures: 2018,https://assets.publishing.service.gov.uk/media/5b922ec8e5274a426fa1cf88/Prison-pop-stats-7-september.ods,ods,raw/weekly/5b922ec8e5274a426fa1cf88_Prison-pop-stats-7-september.ods
Population bulletin: weekly 31 August 2018,Prison population figures: 2018,https://assets.publishing.service.gov.uk/media/5b88f647ed915d5ab7e47499/prison-pop-31-august-2018.ods,ods,raw/weekly/5b88f647ed915d5ab7e47499_prison-pop-31-august-2018.ods
Population bulletin: weekly 24 August 2018,Prison population figures: 2018,https://assets.publishing.service.gov.uk/media/5b7fc2bb40f0b64350cbf87f/prison-population-24-aug-2018.ods,ods,raw/weekly/5b7fc2bb40f0b64350cbf87f_prison-population-24-aug-2018.ods
Population bulletin: weekly 17 August 2018,Prison population figures: 2018,https://assets.publishing.service.gov.uk/media/5b768d49e5274a44da560e6c/prison-pop-17-aug-2018.ods,ods,raw/weekly/5b768d49e5274a44da560e6c_prison-pop-17-aug-2018.ods
Population bulletin: weekly 10 August 2018,Prison population figures: 2018,https://assets.publishing.service.gov.uk/media/5b6d4a71e5274a2997b49ffb/prison-pop-10-aug-2018.ods,ods,raw/weekly/5b6d4a71e5274a2997b49ffb_prison-pop-10-aug-2018.ods
Population bulletin: weekly 3 August 2018,Prison population figures: 2018,https://assets.publishing.service.gov.uk/media/5b640b2640f0b6359c47c8d2/prison-pop-3-august-2018.ods,ods,raw/weekly/5b640b2640f0b6359c47c8d2_prison-pop-3-august-2018.ods
Population bulletin: weekly 27 July,Prison population figures: 2018,https://assets.publishing.service.gov.uk/media/5b5adb36e5274a3fec9798d3/prison_pop_27_july_2018.ods,ods,raw/weekly/5b5adb36e5274a3fec9798d3_prison_pop_27_july_2018.ods
Population bulletin: weekly 20 July,Prison population figures: 2018,https://assets.publishing.service.gov.uk/media/5b51935240f0b61857aa39f2/prison_pop_20_july_2018.ods,ods,raw/weekly/5b51935240f0b61857aa39f2_prison_pop_20_july_2018.ods
Population bulletin: weekly 13 July 2018,Prison population figures: 2018,https://assets.publishing.service.gov.uk/media/5b4865d240f0b6634e54635f/prison_pop_13_july_2018.ods,ods,raw/weekly/5b4865d240f0b6634e54635f_prison_pop_13_july_2018.ods
Population bulletin: weekly 6 July 2018,Prison population figures: 2018,https://assets.publishing.service.gov.uk/media/5b3f3244ed915d39f4d041ab/prison_pop_6_July_2018_.ods,ods,raw/weekly/5b3f3244ed915d39f4d041ab_prison_pop_6_July_2018_.ods
Population bulletin: weekly 29 June 2018,Prison population figures: 2018,https://assets.publishing.service.gov.uk/media/5b35e747e5274a0c104d933a/prison-pop-29-june-2018.ods,ods,raw/weekly/5b35e747e5274a0c104d933a_prison-pop-29-june-2018.ods
Population bulletin: weekly 22 June 2018,Prison population figures: 2018,https://assets.publishing.service.gov.uk/media/5b2cb3ece5274a55dc9b0228/prison-pop-22-june-2018.ods,ods,raw/weekly/5b2cb3ece5274a55dc9b0228_prison-pop-22-june-2018.ods
Population bulletin: weekly 15 June 2018,Prison population figures: 2018,https://assets.publishing.service.gov.uk/media/5b237650ed915d2cc38016a0/prison-pop-15-june-2018.ods,ods,raw/weekly/5b237650ed915d2cc38016a0_prison-pop-15-june-2018.ods
Population bulletin: weekly 8 June 2018,Prison population figures: 2018,https://assets.publishing.service.gov.uk/media/5b1a3320ed915d2cb4e19153/prison-pop-8-june-2018.ods,ods,raw/weekly/5b1a3320ed915d2cb4e19153_prison-pop-8-june-2018.ods
Population bulletin: weekly 1 June 2018,Prison population figures: 2018,https://assets.publishing.service.gov.uk/media/5b10fa87e5274a18fa9d38cd/prison-pop-1-june-2018.ods,ods,raw/weekly/5b10fa87e5274a18fa9d38cd_prison-pop-1-june-2018.ods
Population bulletin: weekly 25 May 2018,Prison population figures: 2018,https://assets.publishing.service.gov.uk/media/5b07dae940f0b61eab912047/prison-pop-25-may-2018.ods,ods,raw/weekly/5b07dae940f0b61eab912047_prison-pop-25-may-2018.ods
Population bulletin: weekly 18 May 2018,Prison population figures: 2018,https://assets.publishing.service.gov.uk/media/5afe85fbe5274a5fe76c4ec8/prison-pop-18-may-2018.ods,ods,raw/weekly/5afe85fbe5274a5fe76c4ec8_prison-pop-18-may-2018.ods
Population bulletin: weekly 11 May 2018,Prison population figures: 2018,https://assets.publishing.service.gov.uk/media/5af5527840f0b622e060e1e1/prison-pop-11-may-2018.ods,ods,raw/weekly/5af5527840f0b622e060e1e1_prison-pop-11-may-2018.ods
Population bulletin: weekly 4 May 2018,Prison population figures: 2018,https://assets.publishing.service.gov.uk/media/5aec17cded915d42f42b624e/prison-pop-4-may-20118.ods,ods,raw/weekly/5aec17cded915d42f42b624e_prison-pop-4-may-20118.ods
Population bulletin: weekly 27 April 2018,Prison population figures: 2018,https://assets.publishing.service.gov.uk/media/5ae2d96eed915d42f42b5e6f/prison-pop-27-apr-2018.ods,ods,raw/weekly/5ae2d96eed915d42f42b5e6f_prison-pop-27-apr-2018.ods
Population bulletin: weekly 20 April 2018,Prison population figures: 2018,https://assets.publishing.service.gov.uk/media/5ad9b37fed915d32a3a70f94/prison-pop-20-april-2018.ods,ods,raw/weekly/5ad9b37fed915d32a3a70f94_prison-pop-20-april-2018.ods
Population bulletin: weekly 13 April 2018,Prison population figures: 2018,https://assets.publishing.service.gov.uk/media/5ad0cafee5274a76c13dfa45/prison-pop-13-april-2018-.ods,ods,raw/weekly/5ad0cafee5274a76c13dfa45_prison-pop-13-april-2018-.ods
Population bulletin: weekly 6 April 2018,Prison population figures: 2018,https://assets.publishing.service.gov.uk/media/5ac730a7e5274a5adc960d35/prison-pop-6-april-2018.xls,xls,raw/weekly/5ac730a7e5274a5adc960d35_prison-pop-6-april-2018.xls
Population bulletin: weekly 23 March 2018,Prison population figures: 2018,https://assets.publishing.service.gov.uk/media/5ac4e107ed915d0b7ffac924/prison-pop-23-mar-2018.xls,xls,raw/weekly/5ac4e107ed915d0b7ffac924_prison-pop-23-mar-2018.xls
Population bulletin: weekly 16 March 2018,Prison population figures: 2018,https://assets.publishing.service.gov.uk/media/5aab8617ed915d4f595c5b96/prison-pop-16-march-2018.xls,xls,raw/weekly/5aab8617ed915d4f595c5b96_prison-pop-16-march-2018.xls
Population bulletin: weekly 9 March 2018,Prison population figures: 2018,https://assets.publishing.service.gov.uk/media/5aa24fffe5274a3e3603a4e3/prison-pop-9-march-2018.xls,xls,raw/weekly/5aa24fffe5274a3e3603a4e3_prison-pop-9-march-2018.xls
Population bulletin: weekly 2 March 2018,Prison population figures: 2018,https://assets.publishing.service.gov.uk/media/5a9913aeed915d57d4d0f2b7/prison-pop-2-mar-2018.xls,xls,raw/weekly/5a9913aeed915d57d4d0f2b7_prison-pop-2-mar-2018.xls
Population bulletin: weekly 23 February 2018,Prison population figures: 2018,https://assets.publishing.service.gov.uk/media/5a8fd38f40f0b641bf0d4ac2/prison-pop-23-feb-2018.xls,xls,raw/weekly/5a8fd38f40f0b641bf0d4ac2_prison-pop-23-feb-2018.xls
Population bulletin: weekly 16 February 2018,Prison population figures: 2018,https://assets.publishing.service.gov.uk/media/5a869c26ed915d74e623892e/prison-pop-16-feb-2018.xls,xls,raw/weekly/5a869c26ed915d74e623892e_prison-pop-16-feb-2018.xls
Population bulletin: weekly 9 February 2018,Prison population figures: 2018,https://assets.publishing.service.gov.uk/media/5a7d6104e5274a02dcdf425a/prison-population-9-feb-2018.xls,xls,raw/weekly/5a7d6104e5274a02dcdf425a_prison-population-9-feb-2018.xls
Population bulletin: weekly 2 February 2018,Prison population figures: 2018,https://assets.publishing.service.gov.uk/media/5a7442b240f0b646ce8d9afd/prison-pop-02-feb-2018.xls,xls,raw/weekly/5a7442b240f0b646ce8d9afd_prison-pop-02-feb-2018.xls
Population bulletin: weekly 26 January 2018,Prison population figures: 2018,https://assets.publishing.service.gov.uk/media/5a81be8eed915d74e6233e0f/prison-pop-26-jan-2018.xls,xls,raw/weekly/5a81be8eed915d74e6233e0f_prison-pop-26-jan-2018.xls
Population bulletin: weekly 19 January 2018,Prison population figures: 2018,https://assets.publishing.service.gov.uk/media/5a82a56240f0b62305b939a6/prison-pop-19-jan-2018.xls,xls,raw/weekly/5a82a56240f0b62305b939a6_prison-pop-19-jan-2018.xls
Population bulletin: weekly 12 January 2018,Prison population figures: 2018,https://assets.publishing.service.gov.uk/media/5a81e0dbed915d74e62349a9/prison-pop-12-jan-2018.xls,xls,raw/weekly/5a81e0dbed915d74e62349a9_prison-pop-12-jan-2018.xls
Population bulletin: weekly 5 January 2018,Prison population figures: 2018,https://assets.publishing.service.gov.uk/media/5a824057e5274a2e87dc1f1c/prison-pop-5-jan-2018.xls,xls,raw/weekly/5a824057e5274a2e87dc1f1c_prison-pop-5-jan-2018.xls
Population bulletin: weekly 29 December 2017,Prison population figures: 2017,https://assets.publishing.service.gov.uk/media/5a74d508e5274a3cb28678a8/prison-pop-29-dec-2017.xls,xls,raw/weekly/5a74d508e5274a3cb28678a8_prison-pop-29-dec-2017.xls
Population bulletin: weekly 22 December 2017,Prison population figures: 2017,https://assets.publishing.service.gov.uk/media/5a81f00740f0b62305b919c4/prison-pop-22-dec-2017.xls,xls,raw/weekly/5a81f00740f0b62305b919c4_prison-pop-22-dec-2017.xls
Population bulletin: weekly 15 December 2017,Prison population figures: 2017,https://assets.publishing.service.gov.uk/media/5a823b77e5274a2e87dc1d6f/prison-pop-15-dec-2017.xls,xls,raw/weekly/5a823b77e5274a2e87dc1d6f_prison-pop-15-dec-2017.xls
Population bulletin: weekly 8 December 2017,Prison population figures: 2017,https://assets.publishing.service.gov.uk/media/5a82f37840f0b6230269d8c8/prison-pop-8-dec-2017.xls,xls,raw/weekly/5a82f37840f0b6230269d8c8_prison-pop-8-dec-2017.xls
Population bulletin: weekly 1 December 2017,Prison population figures: 2017,https://assets.publishing.service.gov.uk/media/5a820a7ee5274a2e8ab57302/prison-pop-1-dec-2017.xls,xls,raw/weekly/5a820a7ee5274a2e8ab57302_prison-pop-1-dec-2017.xls
Population bulletin: weekly 24 November 2017,Prison population figures: 2017,https://assets.publishing.service.gov.uk/media/5a75b1b5e5274a545822d7fc/prison-population-24-nov-2017.xls,xls,raw/weekly/5a75b1b5e5274a545822d7fc_prison-population-24-nov-2017.xls
Population bulletin: weekly 17 November 2017,Prison population figures: 2017,https://assets.publishing.service.gov.uk/media/5a81d195e5274a2e8ab55ff2/prison-pop-17-nov-2017.xls,xls,raw/weekly/5a81d195e5274a2e8ab55ff2_prison-pop-17-nov-2017.xls
Population bulletin: weekly 10 November 2017,Prison population figures: 2017,https://assets.publishing.service.gov.uk/media/5a82037040f0b6230269a5f6/prison-pop-10-nov-2017.xls,xls,raw/weekly/5a82037040f0b6230269a5f6_prison-pop-10-nov-2017.xls
Population bulletin: weekly 3 November 2017,Prison population figures: 2017,https://assets.publishing.service.gov.uk/media/5a82eb53e5274a2e8ab5a045/prison-pop-3-november-2017.xls,xls,raw/weekly/5a82eb53e5274a2e8ab5a045_prison-pop-3-november-2017.xls
Population bulletin: weekly 27 October 2017,Prison population figures: 2017,https://assets.publishing.service.gov.uk/media/5a82f2c940f0b62305b952d9/prison-pop-27-october-2017.xls,xls,raw/weekly/5a82f2c940f0b62305b952d9_prison-pop-27-october-2017.xls
Population bulletin: weekly 20 October 2017,Prison population figures: 2017,https://assets.publishing.service.gov.uk/media/5a81cd0b40f0b62305b90e12/prison-pop-20-october-2017.xls,xls,raw/weekly/5a81cd0b40f0b62305b90e12_prison-pop-20-october-2017.xls
Population bulletin: weekly 13 October 2017,Prison population figures: 2017,https://assets.publishing.service.gov.uk/media/5a81e7faed915d74e6234bf7/prison-pop-13-october-2017.xls,xls,raw/weekly/5a81e7faed915d74e6234bf7_prison-pop-13-october-2017.xls
Population bulletin: weekly 6 October 2017,Prison population figures: 2017,https://assets.publishing.service.gov.uk/media/5a821b51e5274a2e8ab57871/prison-pop-6-oct-2017.xls,xls,raw/weekly/5a821b51e5274a2e8ab57871_prison-pop-6-oct-2017.xls
Population bulletin: weekly 29 September 2017,Prison population figures: 2017,https://assets.publishing.service.gov.uk/media/5a75085d40f0b6360e472cd7/prison-pop-29-sept-2017.xls,xls,raw/weekly/5a75085d40f0b6360e472cd7_prison-pop-29-sept-2017.xls
Population bulletin: weekly 22 September 2017,Prison population figures: 2017,https://assets.publishing.service.gov.uk/media/5a82128b40f0b62305b92550/prison-pop-22-september-2017.xls,xls,raw/weekly/5a82128b40f0b62305b92550_prison-pop-22-september-2017.xls
Population bulletin: weekly 15 September 2017,Prison population figures: 2017,https://assets.publishing.service.gov.uk/media/5a82c6cae5274a2e87dc2ed0/prison-pop-15-sept-2017.xls,xls,raw/weekly/5a82c6cae5274a2e87dc2ed0_prison-pop-15-sept-2017.xls
Population bulletin: weekly 8 September 2017,Prison population figures: 2017,https://assets.publishing.service.gov.uk/media/5a820b50ed915d74e62357be/prison-population-8-sept-2017.xls,xls,raw/weekly/5a820b50ed915d74e62357be_prison-population-8-sept-2017.xls
Population bulletin: weekly 1 September 2017,Prison population figures: 2017,https://assets.publishing.service.gov.uk/media/5a8229dc40f0b62305b92d18/PSWEBREPORT.xls,xls,raw/weekly/5a8229dc40f0b62305b92d18_PSWEBREPORT.xls
Population bulletin: weekly 25 August 2017,Prison population figures: 2017,https://assets.publishing.service.gov.uk/media/5a8209bb40f0b62305b92249/prison-pop-25-august-2017.xls,xls,raw/weekly/5a8209bb40f0b62305b92249_prison-pop-25-august-2017.xls
Population bulletin: weekly 18 August 2017,Prison population figures: 2017,https://assets.publishing.service.gov.uk/media/5a82ccdded915d74e3403a30/prison-pop-18-august-2017.xls,xls,raw/weekly/5a82ccdded915d74e3403a30_prison-pop-18-august-2017.xls
Population bulletin: weekly 11 August 2017,Prison population figures: 2017,https://assets.publishing.service.gov.uk/media/5a81c391ed915d74e6233fd1/prison-pop-11-august-2017.xls,xls,raw/weekly/5a81c391ed915d74e6233fd1_prison-pop-11-august-2017.xls
Population bulletin: weekly 4 August 2017,Prison population figures: 2017,https://assets.publishing.service.gov.uk/media/5a82a9fce5274a2e8ab58b45/prison-pop-4-august-2017.xls,xls,raw/weekly/5a82a9fce5274a2e8ab58b45_prison-pop-4-august-2017.xls
Population bulletin: weekly 28 July 2017,Prison population figures: 2017,https://assets.publishing.service.gov.uk/media/5a82a18ce5274a2e8ab5887e/prison-population-bulletin-28-july-2017.ods,ods,raw/weekly/5a82a18ce5274a2e8ab5887e_prison-population-bulletin-28-july-2017.ods
Population bulletin: weekly 21 July 2017,Prison population figures: 2017,https://assets.publishing.service.gov.uk/media/5a82b005e5274a2e87dc2786/prison-population-bulletin-21-july-2017.ods,ods,raw/weekly/5a82b005e5274a2e87dc2786_prison-population-bulletin-21-july-2017.ods
Population bulletin: weekly 14 July 2017,Prison population figures: 2017,https://assets.publishing.service.gov.uk/media/5a820efded915d74e6235901/prison-pop-14-july-2017.ods,ods,raw/weekly/5a820efded915d74e6235901_prison-pop-14-july-2017.ods
Population bulletin: weekly 7 July 2017,Prison population figures: 2017,https://assets.publishing.service.gov.uk/media/5a821cdee5274a2e8ab578ec/prison-pop-7-jul-2017.xls,xls,raw/weekly/5a821cdee5274a2e8ab578ec_prison-pop-7-jul-2017.xls
Population bulletin: weekly 30 June 2017,Prison population figures: 2017,https://assets.publishing.service.gov.uk/media/5a8213ceed915d74e34019a2/prison-pop-30-jun-2017.xls,xls,raw/weekly/5a8213ceed915d74e34019a2_prison-pop-30-jun-2017.xls
Population bulletin: weekly 23 June 2017,Prison population figures: 2017,https://assets.publishing.service.gov.uk/media/5a74b491ed915d502d6ca4f8/prison-pop-23-jun-2017xls.xls,xls,raw/weekly/5a74b491ed915d502d6ca4f8_prison-pop-23-jun-2017xls.xls
Population bulletin: weekly 16 June 2017,Prison population figures: 2017,https://assets.publishing.service.gov.uk/media/5a8233c340f0b6230269b623/prison-population-16-june-2017.ods,ods,raw/weekly/5a8233c340f0b6230269b623_prison-population-16-june-2017.ods
Population bulletin: weekly 9 June 2017,Prison population figures: 2017,https://assets.publishing.service.gov.uk/media/5a82cb7840f0b62305b9461b/prison-population-9-jun-2017.xls,xls,raw/weekly/5a82cb7840f0b62305b9461b_prison-population-9-jun-2017.xls
Population bulletin: weekly 2 June 2017,Prison population figures: 2017,https://assets.publishing.service.gov.uk/media/5a81e74ee5274a2e87dc018b/prison-population-02-june-2017.xls,xls,raw/weekly/5a81e74ee5274a2e87dc018b_prison-population-02-june-2017.xls
Population bulletin: weekly 26 May 2017,Prison population figures: 2017,https://assets.publishing.service.gov.uk/media/5a81f6a340f0b62305b91bf2/prison-population-26-may-2017.xls,xls,raw/weekly/5a81f6a340f0b62305b91bf2_prison-population-26-may-2017.xls
Population bulletin: weekly 19 May 2017,Prison population figures: 2017,https://assets.publishing.service.gov.uk/media/5a82460de5274a2e8ab586a7/prison-population-19-may-2017.xls,xls,raw/weekly/5a82460de5274a2e8ab586a7_prison-population-19-may-2017.xls
Population bulletin: weekly 12 May 2017,Prison population figures: 2017,https://assets.publishing.service.gov.uk/media/5a81e96ee5274a2e87dc0248/prison-population-12-may-2017.xls,xls,raw/weekly/5a81e96ee5274a2e87dc0248_prison-population-12-may-2017.xls
Population bulletin: weekly 5 May 2017,Prison population figures: 2017,https://assets.publishing.service.gov.uk/media/5a81f9df40f0b6230269a2cb/prison-pop-5-may-2017.xls,xls,raw/weekly/5a81f9df40f0b6230269a2cb_prison-pop-5-may-2017.xls
Population bulletin: weekly 28 April 2017,Prison population figures: 2017,https://assets.publishing.service.gov.uk/media/5a82a5cfe5274a2e87dc2432/prison-population-28-april-2017.xls,xls,raw/weekly/5a82a5cfe5274a2e87dc2432_prison-population-28-april-2017.xls
Population bulletin: weekly 21 April 2017,Prison population figures: 2017,https://assets.publishing.service.gov.uk/media/5a75076240f0b6397f35d1c8/prison-pop-21-april-2017.xls,xls,raw/weekly/5a75076240f0b6397f35d1c8_prison-pop-21-april-2017.xls
Population bulletin: weekly 7 April 2017,Prison population figures: 2017,https://assets.publishing.service.gov.uk/media/5a82d0e0ed915d74e6237c6e/prison-population-7-april-2017.xls,xls,raw/weekly/5a82d0e0ed915d74e6237c6e_prison-population-7-april-2017.xls
Population bulletin: weekly 31 March 2017,Prison population figures: 2017,https://assets.publishing.service.gov.uk/media/5a81e5aee5274a2e8ab566a0/prison-population-31-march-2017.xls,xls,raw/weekly/5a81e5aee5274a2e8ab566a0_prison-population-31-march-2017.xls
Population bulletin: weekly 24 March 2017,Prison population figures: 2017,https://assets.publishing.service.gov.uk/media/5a81f5c4ed915d74e6235090/prison-population-24-march-2017.xls,xls,raw/weekly/5a81f5c4ed915d74e6235090_prison-population-24-march-2017.xls
Population bulletin: weekly 17 March 2017,Prison population figures: 2017,https://assets.publishing.service.gov.uk/media/5a81c1bfed915d74e6233f31/prison-population-17-march-2017.xls,xls,raw/weekly/5a81c1bfed915d74e6233f31_prison-population-17-march-2017.xls
Population bulletin: weekly 10 March 2017,Prison population figures: 2017,https://assets.publishing.service.gov.uk/media/5a7f9e22ed915d74e622b8c1/prison-population-10-march-2017.xls,xls,raw/weekly/5a7f9e22ed915d74e622b8c1_prison-population-10-march-2017.xls
Population bulletin: weekly 3 March 2017,Prison population figures: 2017,https://assets.publishing.service.gov.uk/media/5a80e6c1ed915d74e33fd0d3/prison-population-3-march-2017.xls,xls,raw/weekly/5a80e6c1ed915d74e33fd0d3_prison-population-3-march-2017.xls
Population bulletin: weekly 24 February 2017,Prison population figures: 2017,https://assets.publishing.service.gov.uk/media/5a8051a2e5274a2e8ab4f76e/prison-pop-24-february-2017.xls,xls,raw/weekly/5a8051a2e5274a2e8ab4f76e_prison-pop-24-february-2017.xls
Population bulletin: weekly 17 February 2017,Prison population figures: 2017,https://assets.publishing.service.gov.uk/media/5a74f006ed915d502d6cc353/prison-population-17-february-2017.xls,xls,raw/weekly/5a74f006ed915d502d6cc353_prison-population-17-february-2017.xls
Population bulletin: weekly 10 February 2017,Prison population figures: 2017,https://assets.publishing.service.gov.uk/media/5a80a733ed915d74e33fba63/prison-population-10-february-2017.xls,xls,raw/weekly/5a80a733ed915d74e33fba63_prison-population-10-february-2017.xls
Population bulletin: weekly 3 February 2017,Prison population figures: 2017,https://assets.publishing.service.gov.uk/media/5a7f9724e5274a2e8ab4d1a6/prison-population-3-february-2017.xls,xls,raw/weekly/5a7f9724e5274a2e8ab4d1a6_prison-population-3-february-2017.xls
Population bulletin: weekly 27 January 2017,Prison population figures: 2017,https://assets.publishing.service.gov.uk/media/5a808eb9e5274a2e8ab50d32/prison-pop-27-1-2017.xls,xls,raw/weekly/5a808eb9e5274a2e8ab50d32_prison-pop-27-1-2017.xls
Population bulletin: weekly 20 January 2017,Prison population figures: 2017,https://assets.publishing.service.gov.uk/media/5a757cdded915d731495a599/prison-population-20-january-2017.xls,xls,raw/weekly/5a757cdded915d731495a599_prison-population-20-january-2017.xls
Population bulletin: weekly 13 January 2017,Prison population figures: 2017,https://assets.publishing.service.gov.uk/media/5a74c7e8e5274a3f93b48c1b/prison-population-13-january-2017.xls,xls,raw/weekly/5a74c7e8e5274a3f93b48c1b_prison-population-13-january-2017.xls
Population bulletin: weekly 6 January 2017,Prison population figures: 2017,https://assets.publishing.service.gov.uk/media/5a805de8ed915d74e622e0a5/prison-population-6-jnauary-2017.xls,xls,raw/weekly/5a805de8ed915d74e622e0a5_prison-population-6-jnauary-2017.xls
Population bulletin: weekly 30 December 2016,Prison population figures: 2016,https://assets.publishing.service.gov.uk/media/5a819226ed915d74e6232fba/prison-population-figures-30-december-2016.xls,xls,raw/weekly/5a819226ed915d74e6232fba_prison-population-figures-30-december-2016.xls
Population bulletin: weekly 16 December 2016,Prison population figures: 2016,https://assets.publishing.service.gov.uk/media/5a8189ae40f0b62302697d93/prison-population-16-dec-2016.xls,xls,raw/weekly/5a8189ae40f0b62302697d93_prison-population-16-dec-2016.xls
Population bulletin: weekly 9 December 2016,Prison population figures: 2016,https://assets.publishing.service.gov.uk/media/5a74ffe1e5274a3cb2868ddb/prison-population-9-december-2016.xls,xls,raw/weekly/5a74ffe1e5274a3cb2868ddb_prison-population-9-december-2016.xls
Population bulletin: weekly 2 December 2016,Prison population figures: 2016,https://assets.publishing.service.gov.uk/media/5a80cc86ed915d74e33fc794/prison-population-2-december-2016..xls,xls,raw/weekly/5a80cc86ed915d74e33fc794_prison-population-2-december-2016..xls
Population bulletin: weekly 25 November 2016,Prison population figures: 2016,https://assets.publishing.service.gov.uk/media/5a80650040f0b62305b8ae57/prison-population-25-nov-2016.xls,xls,raw/weekly/5a80650040f0b62305b8ae57_prison-population-25-nov-2016.xls
Population bulletin: weekly 18 November 2016,Prison population figures: 2016,https://assets.publishing.service.gov.uk/media/5a75c74ae5274a4368299e42/prison-population-18-nov-2016.xls,xls,raw/weekly/5a75c74ae5274a4368299e42_prison-population-18-nov-2016.xls
Population bulletin: weekly 11 November 2016,Prison population figures: 2016,https://assets.publishing.service.gov.uk/media/5a7f99e5ed915d74e33f76e3/prison-population-11-nov-2016.xls,xls,raw/weekly/5a7f99e5ed915d74e33f76e3_prison-population-11-nov-2016.xls
Population bulletin: 4 November 2016,Prison population figures: 2016,https://assets.publishing.service.gov.uk/media/5a7f3074ed915d74e33f4e1a/prison-population-4-november-2016.xls,xls,raw/weekly/5a7f3074ed915d74e33f4e1a_prison-population-4-november-2016.xls
Population bulletin: weekly 28 October 2016,Prison population figures: 2016,https://assets.publishing.service.gov.uk/media/5a808da3e5274a2e8ab50cdc/prison-population-28-october-2016.xls,xls,raw/weekly/5a808da3e5274a2e8ab50cdc_prison-population-28-october-2016.xls
Population bulletin: weekly 21 October 2016,Prison population figures: 2016,https://assets.publishing.service.gov.uk/media/5a8045d240f0b62305b8a301/prison-population-21-october-2016.xls,xls,raw/weekly/5a8045d240f0b62305b8a301_prison-population-21-october-2016.xls
Population bulletin: weekly 14 October 2016,Prison population figures: 2016,https://assets.publishing.service.gov.uk/media/5a74be0640f0b619c865a107/prison-population-14-oct-2016.xls,xls,raw/weekly/5a74be0640f0b619c865a107_prison-population-14-oct-2016.xls
Population bulletin: weekly 7 October 2016,Prison population figures: 2016,https://assets.publishing.service.gov.uk/media/5a80433ae5274a2e8ab4f22b/prison-population-07-october-2016.xls,xls,raw/weekly/5a80433ae5274a2e8ab4f22b_prison-population-07-october-2016.xls
Population bulletin: weekly 30 September 2016,Prison population figures: 2016,https://assets.publishing.service.gov.uk/media/5a7f87f240f0b62305b87b5d/prison-population-30-sept-2016.xls,xls,raw/weekly/5a7f87f240f0b62305b87b5d_prison-population-30-sept-2016.xls
Population bulletin: weekly 23 September 2016,Prison population figures: 2016,https://assets.publishing.service.gov.uk/media/5a759e19ed915d506ee80319/weekly-bulletin-23-september.xls,xls,raw/weekly/5a759e19ed915d506ee80319_weekly-bulletin-23-september.xls
Population bulletin: weekly 16 September 2016,Prison population figures: 2016,https://assets.publishing.service.gov.uk/media/5a81616440f0b62305b8ea45/prison-pop-16-sept-2016.xls,xls,raw/weekly/5a81616440f0b62305b8ea45_prison-pop-16-sept-2016.xls
