title,page,url,ext,local
Population bulletin: weekly 19 June 2020,Prison population figures: 2020,https://assets.publishing.service.gov.uk/media/5eec74a086650c2d2b4b9fce/prison-pop-19-jun-2020.ods,ods,raw/weekly/5eec74a086650c2d2b4b9fce_prison-pop-19-jun-2020.ods
Population bulletin: weekly 12 June 2020,Prison population figures: 2020,https://assets.publishing.service.gov.uk/media/5ee33cd7d3bf7f1ebbaab89a/prison-pop-12-june-2020.ods,ods,raw/weekly/5ee33cd7d3bf7f1ebbaab89a_prison-pop-12-june-2020.ods
Population bulletin: weekly 5 June 2020,Prison population figures: 2020,https://assets.publishing.service.gov.uk/media/5ed9fd92e90e071b7a39a652/prison-pop-5-jun-2020.ods,ods,raw/weekly/5ed9fd92e90e071b7a39a652_prison-pop-5-jun-2020.ods
Population bulletin: weekly 29 May 2020,Prison population figures: 2020,https://assets.publishing.service.gov.uk/media/5ed0c40ce90e0754d3f5eeb3/prison-pop-29-may-2020.ods,ods,raw/weekly/5ed0c40ce90e0754d3f5eeb3_prison-pop-29-may-2020.ods
Population bulletin: weekly 22 May 2020,Prison population figures: 2020,https://assets.publishing.service.gov.uk/media/5ec788c086650c76ab17fbee/prison-pop-22-may-2020.ods,ods,raw/weekly/5ec788c086650c76ab17fbee_prison-pop-22-may-2020.ods
Population bulletin: weekly 15 May 2020,Prison population figures: 2020,https://assets.publishing.service.gov.uk/media/5ebe4f7e86650c279a4c1d36/prison-pop-15-may-2020.ods,ods,raw/weekly/5ebe4f7e86650c279a4c1d36_prison-pop-15-may-2020.ods
Population bulletin: weekly 1 May 2020,Prison population figures: 2020,https://assets.publishing.service.gov.uk/media/5eabeb22e90e0723b766f2c8/prison-population-1-may-2020.ods,ods,raw/weekly/5eabeb22e90e0723b766f2c8_prison-population-1-may-2020.ods
Population bulletin: weekly 24 April 2020,Prison population figures: 2020,https://assets.publishing.service.gov.uk/media/5ea2a349e90e0704930d8a78/prison-pop-24-apr-2020.ods,ods,raw/weekly/5ea2a349e90e0704930d8a78_prison-pop-24-apr-2020.ods
Population bulletin: weekly 17 April 2020,Prison population figures: 2020,https://assets.publishing.service.gov.uk/media/5e997f68e90e070494e34c0e/prison-pop-17-apr-2020.ods,ods,raw/weekly/5e997f68e90e070494e34c0e_prison-pop-17-apr-2020.ods
Population bulletin: weekly 3 April 2020,Prison population figures: 2020,https://assets.publishing.service.gov.uk/media/5e86f2a5d3bf7f134447dfeb/prison-pop-3-apr-2020.ods,ods,raw/weekly/5e86f2a5d3bf7f134447dfeb_prison-pop-3-apr-2020.ods
Population bulletin: weekly 27 March 2020,Prison population figures: 2020,https://assets.publishing.service.gov.uk/media/5e7dbae2e90e0706fc3ffa10/prison-pop-27-mar-2020.ods,ods,raw/weekly/5e7dbae2e90e0706fc3ffa10_prison-pop-27-mar-2020.ods
Population bulletin: weekly 20 March 2020,Prison population figures: 2020,https://assets.publishing.service.gov.uk/media/5e74807586650c2974485745/prison-pop-20-march-2020.ods,ods,raw/weekly/5e74807586650c2974485745_prison-pop-20-march-2020.ods
Population bulletin: weekly 13 March 2020,Prison population figures: 2020,https://assets.publishing.service.gov.uk/media/5e6b44e5e90e070aca43cc10/prison-pop-13-mar-2020.ods,ods,raw/weekly/5e6b44e5e90e070aca43cc10_prison-pop-13-mar-2020.ods
Population bulletin: weekly 6 March 2020,Prison population figures: 2020,https://assets.publishing.service.gov.uk/media/5e620d6886650c513af6097a/prison-pop-6-mar-2020.ods,ods,raw/weekly/5e620d6886650c513af6097a_prison-pop-6-mar-2020.ods
Population bulletin: weekly 28 February 2020,Prison population figures: 2020,https://assets.publishing.service.gov.uk/media/5e58cc9ae90e07110d39be1a/prison-pop-28-feb-2020.ods,ods,raw/weekly/5e58cc9ae90e07110d39be1a_prison-pop-28-feb-2020.ods
Population bulletin: weekly 21 February 2020,Prison population figures: 2020,https://assets.publishing.service.gov.uk/media/5e4f9f9dd3bf7f394161f856/prison-pop-21-feb-2020.ods,ods,raw/weekly/5e4f9f9dd3bf7f394161f856_prison-pop-21-feb-2020.ods
Population bulletin: weekly 14 February 2020,Prison population figures: 2020,https://assets.publishing.service.gov.uk/media/5e4664dfed915d4ffbb68d55/prison-pop-14-feb-2020.ods,ods,raw/weekly/5e4664dfed915d4ffbb68d55_prison-pop-14-feb-2020.ods
Population bulletin: weekly 7 February 2020,Prison population figures: 2020,https://assets.publishing.service.gov.uk/media/5e3d3980e5274a08e1d092a0/prison-pop-7-feb-2020.ods,ods,raw/weekly/5e3d3980e5274a08e1d092a0_prison-pop-7-feb-2020.ods
Population bulletin: weekly 31 January 2020,Prison population figures: 2020,https://assets.publishing.service.gov.uk/media/5e33e7d1e5274a08f0fec3bd/prison-pop-31-jan-2020.ods,ods,raw/weekly/5e33e7d1e5274a08f0fec3bd_prison-pop-31-jan-2020.ods
Population bulletin: weekly 24 January 2020,Prison population figures: 2020,https://assets.publishing.service.gov.uk/media/5e2ab0feed915d1f28fe88b9/prison-pop-24-jan-2020.ods,ods,raw/weekly/5e2ab0feed915d1f28fe88b9_prison-pop-24-jan-2020.ods
Population bulletin: weekly 17 January 2020,Prison population figures: 2020,https://assets.publishing.service.gov.uk/media/5e217a8f40f0b62c4b0f09d5/prison-population-17-january-2020.ods,ods,raw/weekly/5e217a8f40f0b62c4b0f09d5_prison-population-17-january-2020.ods
Population bulletin: weekly 10 January 2020,Prison population figures: 2020,https://assets.publishing.service.gov.uk/media/5e183acbed915d3b0a02673d/prison-pop-10-jan-2020.ods,ods,raw/weekly/5e183acbed915d3b0a02673d_prison-pop-10-jan-2020.ods
Population bulletin: weekly 03 January 2020,Prison population figures: 2020,https://assets.publishing.service.gov.uk/media/5e0f048fed915d6a952c0156/pop-bull-030120.ods,ods,raw/weekly/5e0f048fed915d6a952c0156_pop-bull-030120.ods
Population bulletin: weekly 27 December 2019,Prison population figures: 2019,https://assets.publishing.service.gov.uk/media/5e05cc4fe5274a3483e59977/prison_pop_27_December.ods,ods,raw/weekly/5e05cc4fe5274a3483e59977_prison_pop_27_December.ods
Population bulletin: weeky 20 December 2019,Prison population figures: 2019,https://assets.publishing.service.gov.uk/media/5dfc93cce5274a34128a4a02/prison-pop-20-dec-2019.ods,ods,raw/weekly/5dfc93cce5274a34128a4a02_prison-pop-20-dec-2019.ods
Population bulletin: weeky 13 December 2019,Prison population figures: 2019,https://assets.publishing.service.gov.uk/media/5df35c4740f0b60950ba82f9/prison-pop-13-dec-2019.ods,ods,raw/weekly/5df35c4740f0b60950ba82f9_prison-pop-13-dec-2019.ods
Population bulletin: weekly 6 December 2019,Prison population figures: 2019,https://assets.publishing.service.gov.uk/media/5dea1c8ded915d09dde01ea6/prison-pop-061219.ods,ods,raw/weekly/5dea1c8ded915d09dde01ea6_prison-pop-061219.ods
Population bulletin: weekly 29 November 2019,Prison population figures: 2019,https://assets.publishing.service.gov.uk/media/5de0e091ed915d0167331d07/prison-pop-29-nov-2019.ods,ods,raw/weekly/5de0e091ed915d0167331d07_prison-pop-29-nov-2019.ods
Population bulletin: weekly 22 November 2019,Prison population figures: 2019,https://assets.publishing.service.gov.uk/media/5dd7a51540f0b650da54c4fa/prison-pop-22-november-2019.ods,ods,raw/weekly/5dd7a51540f0b650da54c4fa_prison-pop-22-november-2019.ods
Population bulletin: weekly 15 November 2019,Prison population figures: 2019,https://assets.publishing.service.gov.uk/media/5dce6e1040f0b608cad4dae4/prison-pop-15-nov-2019.ods,ods,raw/weekly/5dce6e1040f0b608cad4dae4_prison-pop-15-nov-2019.ods
Population bulletin: weekly 8 November 2019,Prison population figures: 2019,https://assets.publishing.service.gov.uk/media/5dc53146ed915d3955db7881/prison-pop-08-nov-2019.ods,ods,raw/weekly/5dc53146ed915d3955db7881_prison-pop-08-nov-2019.ods
Population bulletin: weekly 1 November 2019,Prison population figures: 2019,https://assets.publishing.service.gov.uk/media/5dbbf2c4e5274a4aa3db0782/prison-pop-1-nov-2019.ods,ods,raw/weekly/5dbbf2c4e5274a4aa3db0782_prison-pop-1-nov-2019.ods
Population bulletin: weekly 25 October 2019,Prison population figures: 2019,https://assets.publishing.service.gov.uk/media/5db2adb740f0b609d12d3c8b/prison-pop-25-oct-2019.ods,ods,raw/weekly/5db2adb740f0b609d12d3c8b_prison-pop-25-oct-2019.ods
Population bulletin: weekly 18 October 2019,Prison population figures: 2019,https://assets.publishing.service.gov.uk/media/5da96de9e5274a5caf317213/prison-pop-18-oct-2019.ods,ods,raw/weekly/5da96de9e5274a5caf317213_prison-pop-18-oct-2019.ods
Population bulletin: weekly 11 October 2019,Prison population figures: 2019,https://assets.publishing.service.gov.uk/media/5da0323540f0b607f3e679d8/prison-pop-11-october-2019.ods,ods,raw/weekly/5da0323540f0b607f3e679d8_prison-pop-11-october-2019.ods
Population bulletin: weekly 4 October 2019,Prison population figures: 2019,https://assets.publishing.service.gov.uk/media/5d96f6b7e5274a5a243406c4/prison-pop-4-oct-2019.ods,ods,raw/weekly/5d96f6b7e5274a5a243406c4_prison-pop-4-oct-2019.ods
Population bulletin: weekly 27 September 2019,Prison population figures: 2019,https://assets.publishing.service.gov.uk/media/5d8dc06ee5274a2fb5fff098/prison-pop-27-sept-2019.ods,ods,raw/weekly/5d8dc06ee5274a2fb5fff098_prison-pop-27-sept-2019.ods
Population bulletin: weekly 20 September 2019,Prison population figures: 2019,https://assets.publishing.service.gov.uk/media/5d84822ced915d51e8634d07/prison-pop-20-sept-2019.ods,ods,raw/weekly/5d84822ced915d51e8634d07_prison-pop-20-sept-2019.ods
Population bulletin: weekly 13 September 2019,Prison population figures: 2019,https://assets.publishing.service.gov.uk/media/5d7b4789e5274a20381543ff/prison-pop-13-sept-2019.ods,ods,raw/weekly/5d7b4789e5274a20381543ff_prison-pop-13-sept-2019.ods
Population bulletin: weekly 6 September 2019,Prison population figures: 2019,https://assets.publishing.service.gov.uk/media/5d720d68ed915d08ffa9d779/prison-pop-6-sept-2019.ods,ods,raw/weekly/5d720d68ed915d08ffa9d779_prison-pop-6-sept-2019.ods
Population bulletin: weekly 30 August 2019,Prison population figures: 2019,https://assets.publishing.service.gov.uk/media/5d68d490e5274a1711fbe65e/prison-pop-30-aug-2019.ods,ods,raw/weekly/5d68d490e5274a1711fbe65e_prison-pop-30-aug-2019.ods
Population bulletin: weekly 23 August 2019,Prison population figures: 2019,https://assets.publishing.service.gov.uk/media/5d5f965bed915d53b2a72834/prison-pop-23-aug-2019.ods,ods,raw/weekly/5d5f965bed915d53b2a72834_prison-pop-23-aug-2019.ods
Population bulletin: weekly 16 August 2019,Prison population figures: 2019,https://assets.publishing.service.gov.uk/media/5d565f83e5274a07640aefa9/prison-pop-16-aug-2019.ods,ods,raw/weekly/5d565f83e5274a07640aefa9_prison-pop-16-aug-2019.ods
Population bulletin: weekly 9 August 2019,Prison population figures: 2019,https://assets.publishing.service.gov.uk/media/5d4d2c9fed915d71900c52d3/prison-pop-9-aug-2019.ods,ods,raw/weekly/5d4d2c9fed915d71900c52d3_prison-pop-9-aug-2019.ods
Population bulletin: weekly 2 August 2019,Prison population figures: 2019,https://assets.publishing.service.gov.uk/media/5d440080ed915d705df4cd5e/prison-population-bulletin-02082019.ods,ods,raw/weekly/5d440080ed915d705df4cd5e_prison-population-bulletin-02082019.ods
Population bulletin: weekly 26 July 2019,Prison population figures: 2019,https://assets.publishing.service.gov.uk/media/5d3ac42940f0b604e4272a32/population-bulletin-26072019.ods,ods,raw/weekly/5d3ac42940f0b604e4272a32_population-bulletin-26072019.ods
Population bulletin: weekly 19 July 2019,Prison population figures: 2019,https://assets.publishing.service.gov.uk/media/5d3184f1e5274a14f41d28ce/prison-population-19072019.ods,ods,raw/weekly/5d3184f1e5274a14f41d28ce_prison-population-19072019.ods
Population bulletin: weekly 12 July 2019,Prison population figures: 2019,https://assets.publishing.service.gov.uk/media/5d285ea9ed915d69013fbc24/ps-web-report-120719.ods,ods,raw/weekly/5d285ea9ed915d69013fbc24_ps-web-report-120719.ods
Population bulletin: weekly 5 July 2019,Prison population figures: 2019,https://assets.publishing.service.gov.uk/media/5d1f056ae5274a08cf8aaec2/prison-pop-5-july-2019.ods,ods,raw/weekly/5d1f056ae5274a08cf8aaec2_prison-pop-5-july-2019.ods
Population bulletin: weekly 28 June 2019,Prison population figures: 2019,https://assets.publishing.service.gov.uk/media/5d15cbe5e5274a0662da52cd/prison-pop-28-june-2019.ods,ods,raw/weekly/5d15cbe5e5274a0662da52cd_prison-pop-28-june-2019.ods
Population bulletin: weekly 21 June 2019,Prison population figures: 2019,https://assets.publishing.service.gov.uk/media/5d0c8cb540f0b6200184b64a/prison-pop-21-jun-2019.ods,ods,raw/weekly/5d0c8cb540f0b6200184b64a_prison-pop-21-jun-2019.ods
Population bulletin: weekly 14 June 2019,Prison population figures: 2019,https://assets.publishing.service.gov.uk/media/5d0352e0e5274a0b7ba05a06/prison-pop-14-june-2019.ods,ods,raw/weekly/5d0352e0e5274a0b7ba05a06_prison-pop-14-june-2019.ods
Population bulletin: weekly 7 June 2019,Prison population figures: 2019,https://assets.publishing.service.gov.uk/media/5cfa18b2ed915d737191e73e/prison-pop-7-june-2019.ods,ods,raw/weekly/5cfa18b2ed915d737191e73e_prison-pop-7-june-2019.ods
Population bulletin: weekly 31 May 2019,Prison population figures: 2019,https://assets.publishing.service.gov.uk/media/5cf0e2caed915d7e774b1491/prison-pop-31-may-2019.ods,ods,raw/weekly/5cf0e2caed915d7e774b1491_prison-pop-31-may-2019.ods
Population bulletin: weekly 24 May 2019,Prison population figures: 2019,https://assets.publishing.service.gov.uk/media/5ce7af08e5274a487d6700e2/prison-pop-24-may-2019.ods,ods,raw/weekly/5ce7af08e5274a487d6700e2_prison-pop-24-may-2019.ods
Population bulletin: weekly 17 May 2019,Prison population figures: 2019,https://assets.publishing.service.gov.uk/media/5cde767a40f0b652ba4721ec/prison-pop-17-may-2019.ods,ods,raw/weekly/5cde767a40f0b652ba4721ec_prison-pop-17-may-2019.ods
Population bulletin: weekly 10 May 2019,Prison population figures: 2019,https://assets.publishing.service.gov.uk/media/5cd52b67e5274a3fce8274d7/prison-pop-10-may-2019.ods,ods,raw/weekly/5cd52b67e5274a3fce8274d7_prison-pop-10-may-2019.ods
Population bulletin: weekly 3 May 2019,Prison population figures: 2019,https://assets.publishing.service.gov.uk/media/5ccc02b5ed915d50c3d25308/prison-pop-3-may-2019.ods,ods,raw/weekly/5ccc02b5ed915d50c3d25308_prison-pop-3-may-2019.ods
Population bulletin: weekly 26 April 2019,Prison population figures: 2019,https://assets.publishing.service.gov.uk/media/5cc2bc62e5274a466e0a6c8f/prison-pop-26-april-2019.ods,ods,raw/weekly/5cc2bc62e5274a466e0a6c8f_prison-pop-26-april-2019.ods
Population bulletin: weekly 12 April 2019,Prison population figures: 2019,https://assets.publishing.service.gov.uk/media/5cb04b0ee5274a59cc195a0c/prison-pop-12-apr-2019.ods,ods,raw/weekly/5cb04b0ee5274a59cc195a0c_prison-pop-12-apr-2019.ods
Population bulletin: weekly 5 April 2019,Prison population figures: 2019,https://assets.publishing.service.gov.uk/media/5ca70e4640f0b60a35090e89/prison-pop-5-apr-2019.ods,ods,raw/weekly/5ca70e4640f0b60a35090e89_prison-pop-5-apr-2019.ods
Population bulletin: weekly 29 March 2019,Prison population figures: 2019,https://assets.publishing.service.gov.uk/media/5c9ddde440f0b633fe11d31a/prison-pop-29-march-2019.ods,ods,raw/weekly/5c9ddde440f0b633fe11d31a_prison-pop-29-march-2019.ods
Population bulletin: weekly 22 March 2019,Prison population figures: 2019,https://assets.publishing.service.gov.uk/media/5c94a1d0ed915d07adf5c239/prison-pop-22-march-2019.ods,ods,raw/weekly/5c94a1d0ed915d07adf5c239_prison-pop-22-march-2019.ods
Population bulletin: weekly 8 March 2019,Prison population figures: 2019,https://assets.publishing.service.gov.uk/media/5c8258f8ed915d07cefd9336/ps-web-report-8-mar-2019.ods,ods,raw/weekly/5c8258f8ed915d07cefd9336_ps-web-report-8-mar-2019.ods
Population bulletin: weekly 1 March 2019,Prison population figures: 2019,https://assets.publishing.service.gov.uk/media/5c78f818ed915d29eb6a0051/prison-pop-1-march-2019.ods,ods,raw/weekly/5c78f818ed915d29eb6a0051_prison-pop-1-march-2019.ods
Population bulletin: weekly 22 February 2019,Prison population figures: 2019,https://assets.publishing.service.gov.uk/media/5c6fb8eee5274a0ec04b448d/prison-population-22-feb-2019.ods,ods,raw/weekly/5c6fb8eee5274a0ec04b448d_prison-population-22-feb-2019.ods
Population bulletin: weekly 15 February 2019,Prison population figures: 2019,https://assets.publishing.service.gov.uk/media/5c667cdd40f0b61a24d12ef8/prison-population-15-feb-2019.ods,ods,raw/weekly/5c667cdd40f0b61a24d12ef8_prison-population-15-feb-2019.ods
Population bulletin: weekly 8 February 2019,Prison population figures: 2019,https://assets.publishing.service.gov.uk/media/5c5d54ca40f0b676c362b4fd/prison-pop-8-feb-2019.ods,ods,raw/weekly/5c5d54ca40f0b676c362b4fd_prison-pop-8-feb-2019.ods
Population bulletin: weekly 1 February 2019,Prison population figures: 2019,https://assets.publishing.service.gov.uk/media/5c541321e5274a492645fde6/prison-pop-1-feb-2019.ods,ods,raw/weekly/5c541321e5274a492645fde6_prison-pop-1-feb-2019.ods
Population bulletin: weekly 25 January 2019,Prison population figures: 2019,https://assets.publishing.service.gov.uk/media/5c4adb7640f0b616fe901ea4/prison-pop-25-jan-2019.ods,ods,raw/weekly/5c4adb7640f0b616fe901ea4_prison-pop-25-jan-2019.ods
Population bulletin: weekly 18 January 2019,Prison population figures: 2019,https://assets.publishing.service.gov.uk/media/5c41980740f0b61720ae82a9/prison-pop-18-jan-2019.ods,ods,raw/weekly/5c41980740f0b61720ae82a9_prison-pop-18-jan-2019.ods
Population bulletin: weekly 11 January 2019,Prison population figures: 2019,https://assets.publishing.service.gov.uk/media/5c385fdee5274a70cd61fc09/prison-pop-11-january-2019.ods,ods,raw/weekly/5c385fdee5274a70cd61fc09_prison-pop-11-january-2019.ods
Population bulletin: weekly 4 January 2019,Prison population figures: 2019,https://assets.publishing.service.gov.uk/media/5c2f29e0e5274a65960a3294/prison-pop-4-january-2019.ods,ods,raw/weekly/5c2f29e0e5274a65960a3294_prison-pop-4-january-2019.ods
